,Application Time,User Mark,Headset Position x,Headset Position y,Headset Position z,Headset Position error,Headset Orientation Quaternion x,Headset Orientation Quaternion y,Headset Orientation Quaternion z,Headset Orientation Quaternion w,Headset Orientation Quaternion error,Combined Gaze Ray pos x,Combined Gaze Ray pos y,Combined Gaze Ray pos z,Combined Gaze Ray dir x,Combined Gaze Ray dir y,Combined Gaze Ray dir z,Combined Gaze Ray error,Gaze Depth,Gaze Depth error,Eye Ray left pos x,Eye Ray left pos y,Eye Ray left pos z,Eye Ray left dir x,Eye Ray left dir y,Eye Ray left dir z,Eye Ray left error,Eye Ray right pos x,Eye Ray right pos y,Eye Ray right pos z,Eye Ray right dir x,Eye Ray right dir y,Eye Ray right dir z,Eye Ray right error,Eye Ray Raw left pos x,Eye Ray Raw left pos y,Eye Ray Raw left pos z,Eye Ray Raw left dir x,Eye Ray Raw left dir y,Eye Ray Raw left dir z,Eye Ray Raw left error,Eye Ray Raw right pos x,Eye Ray Raw right pos y,Eye Ray Raw right pos z,Eye Ray Raw right dir x,Eye Ray Raw right dir y,Eye Ray Raw right dir z,Eye Ray Raw right error,Eye State left,Eye State left error,Eye State right,Eye State right error,Pupil Radius (millimeters) left,Pupil Radius (millimeters) left error,Pupil Radius (millimeters) right,Pupil Radius (millimeters) right error,Gazed Object,Gazed Object error,Eye Torsion (degrees) left,Eye Torsion (degrees) left error,Eye Torsion (degrees) right,Eye Torsion (degrees) right error,User Presence,User Presence error,User Attention Shift,User Attention Shift error,IPD (millimeters),IPD (millimeters) error,IOD (millimeters),IOD (millimeters) error,Eyeball Radius (millimiters) left,Eyeball Radius (millimiters) left error,Eyeball Radius (millimiters) right,Eyeball Radius (millimiters) right error,Screen Gaze left x,Screen Gaze left y,Screen Gaze left error,Screen Gaze right x,Screen Gaze right y,Screen Gaze right error,Eye Shape left point 0 x,Eye Shape left point 0 y,Eye Shape left point 1 x,Eye Shape left point 1 y,Eye Shape left point 2 x,Eye Shape left point 2 y,Eye Shape left point 3 x,Eye Shape left point 3 y,Eye Shape left point 4 x,Eye Shape left point 4 y,Eye Shape left point 5 x,Eye Shape left point 5 y,Eye Shape left point 6 x,Eye Shape left point 6 y,Eye Shape left point 7 x,Eye Shape left point 7 y,Eye Shape left point 8 x,Eye Shape left point 8 y,Eye Shape left point 9 x,Eye Shape left point 9 y,Eye Shape left point 10 x,Eye Shape left point 10 y,Eye Shape left point 11 x,Eye Shape left point 11 y,Eye Shape left error,Eye Shape right point 0 x,Eye Shape right point 0 y,Eye Shape right point 1 x,Eye Shape right point 1 y,Eye Shape right point 2 x,Eye Shape right point 2 y,Eye Shape right point 3 x,Eye Shape right point 3 y,Eye Shape right point 4 x,Eye Shape right point 4 y,Eye Shape right point 5 x,Eye Shape right point 5 y,Eye Shape right point 6 x,Eye Shape right point 6 y,Eye Shape right point 7 x,Eye Shape right point 7 y,Eye Shape right point 8 x,Eye Shape right point 8 y,Eye Shape right point 9 x,Eye Shape right point 9 y,Eye Shape right point 10 x,Eye Shape right point 10 y,Eye Shape right point 11 x,Eye Shape right point 11 y,Eye Shape right error,Pupil Shape left center x,Pupil Shape left center y,Pupil Shape left size x,Pupil Shape left size y,Pupil Shape left angle (degrees),Pupil Shape left error,Pupil Shape right center x,Pupil Shape right center y,Pupil Shape right size x,Pupil Shape right size y,Pupil Shape right angle (degrees),Pupil Shape right error
,1.7817,,0.00332,0.15367,0.04976,,-0.03371,0.00023,-0.01085,0.99937,,0.00000,0.00000,0.00000,-0.15993,-0.05797,0.98542,,0.64085,,-0.03150,0.00000,0.00000,-0.12896,-0.06160,0.98974,,0.03150,0.00000,0.00000,-0.18317,-0.05359,0.98162,,-0.03150,0.00000,0.00000,-0.12896,-0.06338,0.98962,,0.03150,0.00000,0.00000,-0.16404,-0.04807,0.98528,,Opened,,Opened,,2.01,,1.95,,,,1.756,,3.012,,1,,0,,66.41,,68.02,,13.50,Data_Uncalibrated,13.50,Data_Uncalibrated,-0.13919,-0.05661,,-0.19079,-0.05501,,224.89,167.83,199.91,169.58,174.94,171.49,149.97,172.02,124.99,170.48,100.02,167.06,75.05,162.80,100.02,131.78,124.99,115.71,149.97,111.22,174.94,117.22,199.91,134.93,,91.29,167.93,118.26,168.52,145.22,169.11,172.19,169.50,199.15,169.63,226.12,169.57,253.08,169.52,226.12,134.51,199.15,115.61,172.19,108.09,145.22,111.30,118.26,128.72,,145.87,139.00,26.59,28.53,10.040,,158.28,136.01,26.31,27.67,13.283,
,1.7962,,0.00334,0.15367,0.04974,,-0.03375,0.00026,-0.01088,0.99937,,0.00000,0.00000,0.00000,-0.15642,-0.05747,0.98602,,0.64085,,-0.03150,0.00000,0.00000,-0.12890,-0.06165,0.98974,,0.03150,0.00000,0.00000,-0.17567,-0.05179,0.98309,,-0.03150,0.00000,0.00000,-0.12706,-0.06378,0.98984,,0.03150,0.00000,0.00000,-0.15836,-0.04798,0.98622,,Opened,,Opened,,2.01,,1.94,,,,1.828,,2.663,,1,,0,,66.41,,68.02,,13.50,Data_Uncalibrated,13.50,Data_Uncalibrated,-0.13916,-0.05666,,-0.18252,-0.05336,,224.89,167.83,199.91,169.58,174.94,171.49,149.97,172.02,124.99,170.48,100.02,167.06,75.05,162.80,100.02,131.78,124.99,115.71,149.97,111.22,174.94,117.22,199.91,134.93,,91.29,167.93,118.26,168.52,145.22,169.11,172.19,169.50,199.15,169.63,226.12,169.57,253.08,169.52,226.12,134.51,199.15,115.61,172.19,108.09,145.22,111.30,118.26,128.72,,146.16,139.01,26.49,28.58,20.139,,158.48,136.03,25.92,27.79,10.546,
,1.8102,,0.00335,0.15367,0.04974,,-0.03376,0.00031,-0.01092,0.99937,,0.00000,0.00000,0.00000,-0.14893,-0.05580,0.98727,,0.64085,,-0.03150,0.00000,0.00000,-0.12831,-0.06195,0.98980,,0.03150,0.00000,0.00000,-0.16271,-0.04684,0.98556,,-0.03150,0.00000,0.00000,-0.12313,-0.06436,0.99030,,0.03150,0.00000,0.00000,-0.14593,-0.04038,0.98847,,Opened,,Opened,,2.00,,1.94,,,,1.873,,2.399,,1,,0,,66.41,,68.02,,13.50,Data_Uncalibrated,13.50,Data_Uncalibrated,-0.13872,-0.05689,,-0.16840,-0.04868,,224.89,167.83,199.91,169.58,174.94,171.49,149.97,172.02,124.99,170.48,100.02,167.06,75.05,162.80,100.02,131.78,124.99,115.71,149.97,111.22,174.94,117.22,199.91,134.93,,91.29,167.93,118.26,168.52,145.22,169.11,172.19,169.50,199.15,169.63,226.12,169.57,253.08,169.52,226.12,134.51,199.15,115.61,172.19,108.09,145.22,111.30,118.26,128.72,,146.85,138.83,26.59,28.19,18.095,,158.99,135.90,26.34,27.47,30.484,
,1.8246,,0.00336,0.15367,0.04974,,-0.03375,0.00037,-0.01094,0.99937,,0.00000,0.00000,0.00000,-0.13922,-0.05459,0.98876,Data_LowAccuracy,0.64085,,-0.03150,0.00000,0.00000,-0.10628,-0.06678,0.99209,,0.03150,0.00000,0.00000,-0.16127,-0.04427,0.98592,,-0.03150,0.00000,0.00000,-0.08545,-0.07119,0.99380,,0.03150,0.00000,0.00000,-0.15531,-0.03273,0.98732,,Opened,,Opened,,1.99,,1.94,,,,1.942,,2.230,,1,,0,,66.41,,68.02,,13.50,Data_Uncalibrated,13.50,Data_Uncalibrated,-0.11850,-0.06054,,-0.16672,-0.04639,,225.04,168.41,199.99,169.57,174.94,171.46,149.88,171.95,124.83,170.14,99.78,166.36,74.73,162.17,99.78,132.33,124.83,116.00,149.88,110.72,174.94,116.14,199.99,134.06,,91.29,167.93,118.26,168.52,145.22,169.11,172.19,169.50,199.15,169.63,226.12,169.57,253.08,169.52,226.12,134.51,199.15,115.61,172.19,108.09,145.22,111.30,118.26,128.72,,147.19,139.09,26.27,28.36,12.690,,159.39,135.91,26.34,27.21,14.315,
,1.8388,,0.00336,0.15367,0.04974,,-0.03376,0.00045,-0.01090,0.99937,,0.00000,0.00000,0.00000,-0.13157,-0.05423,0.98982,,0.64085,,-0.03150,0.00000,0.00000,-0.09825,-0.06769,0.99286,,0.03150,0.00000,0.00000,-0.15858,-0.04289,0.98641,,-0.03150,0.00000,0.00000,-0.08039,-0.06959,0.99433,,0.03150,0.00000,0.00000,-0.14741,-0.03676,0.98839,,Opened,,Opened,,1.99,,1.95,,,,1.409,,2.260,,1,,0,,66.41,,68.02,,13.50,Data_Uncalibrated,13.50,Data_Uncalibrated,-0.10933,-0.06144,,-0.16364,-0.04499,,225.04,168.41,199.99,169.57,174.94,171.46,149.88,171.95,124.83,170.14,99.78,166.36,74.73,162.17,99.78,132.33,124.83,116.00,149.88,110.72,174.94,116.14,199.99,134.06,,91.29,167.93,118.26,168.52,145.22,169.11,172.19,169.50,199.15,169.63,226.12,169.57,253.08,169.52,226.12,134.51,199.15,115.61,172.19,108.09,145.22,111.30,118.26,128.72,,147.54,138.98,26.33,28.15,16.050,,159.27,135.92,26.99,27.02,74.940,
,1.8531,,0.00335,0.15367,0.04974,,-0.03376,0.00050,-0.01083,0.99937,,0.00000,0.00000,0.00000,-0.12208,-0.05427,0.99104,,0.64085,,-0.03150,0.00000,0.00000,-0.08556,-0.06921,0.99393,,0.03150,0.00000,0.00000,-0.15492,-0.04144,0.98706,,-0.03150,0.00000,0.00000,-0.06904,-0.07088,0.99509,,0.03150,0.00000,0.00000,-0.14378,-0.03834,0.98887,,Opened,,Opened,,1.98,,1.91,,,,1.242,,2.185,,1,,0,,66.41,,68.02,,13.50,Data_Uncalibrated,13.50,Data_Uncalibrated,-0.09533,-0.06287,,-0.15945,-0.04344,,225.04,168.41,199.99,169.57,174.94,171.46,149.88,171.95,124.83,170.14,99.78,166.36,74.73,162.17,99.78,132.33,124.83,116.00,149.88,110.72,174.94,116.14,199.99,134.06,,91.29,167.93,118.26,168.52,145.22,169.11,172.19,169.50,199.15,169.63,226.12,169.57,253.08,169.52,226.12,134.51,199.15,115.61,172.19,108.09,145.22,111.30,118.26,128.72,,148.32,139.04,26.12,28.16,16.404,,160.42,136.07,25.80,27.08,20.454,
,1.8675,,0.00332,0.15367,0.04974,,-0.03378,0.00051,-0.01075,0.99937,,0.00000,0.00000,0.00000,-0.11261,-0.05478,0.99213,,0.64085,,-0.03150,0.00000,0.00000,-0.08080,-0.06939,0.99431,,0.03150,0.00000,0.00000,-0.14219,-0.04150,0.98897,,-0.03150,0.00000,0.00000,-0.06517,-0.06981,0.99543,,0.03150,0.00000,0.00000,-0.12185,-0.04144,0.99168,,Opened,,Opened,,1.98,,1.94,,,,1.241,,2.079,,1,,0,,66.41,,68.02,,13.50,Data_Uncalibrated,13.50,Data_Uncalibrated,-0.08983,-0.06306,,-0.14593,-0.04324,,225.04,168.41,199.99,169.57,174.94,171.46,149.88,171.95,124.83,170.14,99.78,166.36,74.73,162.17,99.78,132.33,124.83,116.00,149.88,110.72,174.94,116.14,199.99,134.06,,92.27,167.95,119.09,168.48,145.90,169.08,172.71,169.55,199.53,169.81,226.34,169.92,253.15,170.05,226.34,135.26,199.53,116.13,172.71,108.65,145.90,112.28,119.09,129.93,,148.59,138.96,26.09,28.23,14.642,,160.40,135.89,26.58,27.10,166.208,
,1.8821,,0.00330,0.15368,0.04972,,-0.03383,0.00053,-0.01067,0.99937,,0.00000,0.00000,0.00000,-0.09530,-0.05628,0.99386,,0.64085,,-0.03150,0.00000,0.00000,-0.07056,-0.06915,0.99511,,0.03150,0.00000,0.00000,-0.11888,-0.04442,0.99191,,-0.03150,0.00000,0.00000,-0.05442,-0.06869,0.99615,,0.03150,0.00000,0.00000,-0.09945,-0.04562,0.99400,,Opened,,Opened,,1.98,,1.91,,,,1.096,,1.729,,1,,0,,66.41,,68.02,,13.50,Data_Uncalibrated,13.50,Data_Uncalibrated,-0.07865,-0.06295,,-0.12069,-0.04569,,225.04,168.41,199.99,169.57,174.94,171.46,149.88,171.95,124.83,170.14,99.78,166.36,74.73,162.17,99.78,132.33,124.83,116.00,149.88,110.72,174.94,116.14,199.99,134.06,,92.27,167.95,119.09,168.48,145.90,169.08,172.71,169.55,199.53,169.81,226.34,169.92,253.15,170.05,226.34,135.26,199.53,116.13,172.71,108.65,145.90,112.28,119.09,129.93,,149.33,138.87,26.23,28.07,9.144,,161.56,135.87,25.78,27.22,9.133,
,1.8961,,0.00329,0.15368,0.04971,,-0.03387,0.00056,-0.01061,0.99937,,0.00000,0.00000,0.00000,-0.09160,-0.05641,0.99420,,0.64085,,-0.03150,0.00000,0.00000,-0.06764,-0.06904,0.99532,,0.03150,0.00000,0.00000,-0.11484,-0.04458,0.99238,,-0.03150,0.00000,0.00000,-0.05505,-0.06860,0.99612,,0.03150,0.00000,0.00000,-0.10067,-0.04512,0.99390,,Opened,,Opened,,1.98,,1.91,,,,1.003,,1.771,,1,,0,,66.41,,68.02,,13.50,Data_Uncalibrated,13.50,Data_Uncalibrated,-0.07553,-0.06287,,-0.11618,-0.04581,,225.04,168.41,199.99,169.57,174.94,171.46,149.88,171.95,124.83,170.14,99.78,166.36,74.73,162.17,99.78,132.33,124.83,116.00,149.88,110.72,174.94,116.14,199.99,134.06,,92.27,167.95,119.09,168.48,145.90,169.08,172.71,169.55,199.53,169.81,226.34,169.92,253.15,170.05,226.34,135.26,199.53,116.13,172.71,108.65,145.90,112.28,119.09,129.93,,149.59,138.81,26.18,28.18,9.794,,161.67,135.86,26.65,26.27,75.420,
,1.9103,,0.00328,0.15369,0.04970,,-0.03390,0.00060,-0.01058,0.99937,,0.00000,0.00000,0.00000,-0.08445,-0.05633,0.99483,,0.64085,,-0.03150,0.00000,0.00000,-0.06508,-0.06894,0.99550,,0.03150,0.00000,0.00000,-0.10161,-0.04430,0.99384,,-0.03150,0.00000,0.00000,-0.05258,-0.06854,0.99626,,0.03150,0.00000,0.00000,-0.08116,-0.04402,0.99573,,Opened,,Opened,,2.00,,1.91,,,,1.019,,1.794,,1,,0,,66.41,,68.02,,13.50,Data_Uncalibrated,13.50,Data_Uncalibrated,-0.07258,-0.06280,,-0.10245,-0.04563,,225.04,168.41,199.99,169.57,174.94,171.46,149.88,171.95,124.83,170.14,99.78,166.36,74.73,162.17,99.78,132.33,124.83,116.00,149.88,110.72,174.94,116.14,199.99,134.06,,92.27,167.95,119.09,168.48,145.90,169.08,172.71,169.55,199.53,169.81,226.34,169.92,253.15,170.05,226.34,135.26,199.53,116.13,172.71,108.65,145.90,112.28,119.09,129.93,,149.97,138.84,26.76,28.00,11.349,,162.31,135.82,25.77,27.09,7.807,
,1.9246,,0.00328,0.15369,0.04970,,-0.03390,0.00064,-0.01057,0.99937,,0.00000,0.00000,0.00000,-0.07702,-0.05651,0.99543,,0.64085,,-0.03150,0.00000,0.00000,-0.05620,-0.06845,0.99607,,0.03150,0.00000,0.00000,-0.09658,-0.04473,0.99432,,-0.03150,0.00000,0.00000,-0.03758,-0.06749,0.99701,,0.03150,0.00000,0.00000,-0.08099,-0.04650,0.99563,,Opened,,Opened,,1.99,,1.90,,,,0.984,,1.570,,1,,0,,66.41,,68.02,,13.50,Data_Uncalibrated,13.50,Data_Uncalibrated,-0.06370,-0.06238,,-0.09673,-0.04608,,226.20,170.31,200.77,170.46,175.34,171.65,149.91,171.85,124.48,170.11,99.05,166.61,73.61,162.60,99.05,132.72,124.48,115.80,149.91,110.20,175.34,115.97,200.77,134.86,,92.27,167.95,119.09,168.48,145.90,169.08,172.71,169.55,199.53,169.81,226.34,169.92,253.15,170.05,226.34,135.26,199.53,116.13,172.71,108.65,145.90,112.28,119.09,129.93,,150.49,138.77,26.37,28.13,9.781,,162.59,135.89,26.63,26.13,77.637,
,1.9388,,0.00329,0.15368,0.04971,,-0.03387,0.00067,-0.01058,0.99937,,0.00000,0.00000,0.00000,-0.06757,-0.05722,0.99607,,0.64085,,-0.03150,0.00000,0.00000,-0.05266,-0.06875,0.99624,,0.03150,0.00000,0.00000,-0.07886,-0.04587,0.99583,,-0.03150,0.00000,0.00000,-0.04474,-0.06953,0.99658,,0.03150,0.00000,0.00000,-0.07624,-0.04696,0.99598,,Opened,,Opened,,2.00,,1.92,,,,0.597,,1.595,,1,,0,,66.41,,68.02,,13.50,Data_Uncalibrated,13.50,Data_Uncalibrated,-0.05969,-0.06259,,-0.07859,-0.04703,,226.20,170.31,200.77,170.46,175.34,171.65,149.91,171.85,124.48,170.11,99.05,166.61,73.61,162.60,99.05,132.72,124.48,115.80,149.91,110.20,175.34,115.97,200.77,134.86,,92.27,167.95,119.09,168.48,145.90,169.08,172.71,169.55,199.53,169.81,226.34,169.92,253.15,170.05,226.34,135.26,199.53,116.13,172.71,108.65,145.90,112.28,119.09,129.93,,150.00,138.92,26.91,27.75,179.297,,162.63,136.00,26.92,26.24,80.406,
,1.9532,,0.00330,0.15368,0.04971,,-0.03384,0.00070,-0.01061,0.99937,,0.00000,0.00000,0.00000,-0.06823,-0.05728,0.99602,,0.64085,,-0.03150,0.00000,0.00000,-0.05411,-0.06887,0.99616,,0.03150,0.00000,0.00000,-0.07951,-0.04589,0.99578,,-0.03150,0.00000,0.00000,-0.06411,-0.06926,0.99554,,0.03150,0.00000,0.00000,-0.08661,-0.04568,0.99519,,Opened,,Opened,,2.01,,1.91,,,,0.727,,1.786,,1,,0,,66.41,,68.02,,13.50,Data_Uncalibrated,13.50,Data_Uncalibrated,-0.06073,-0.06265,,-0.07887,-0.04702,,226.20,170.31,200.77,170.46,175.34,171.65,149.91,171.85,124.48,170.11,99.05,166.61,73.61,162.60,99.05,132.72,124.48,115.80,149.91,110.20,175.34,115.97,200.77,134.86,,92.27,167.95,119.09,168.48,145.90,169.08,172.71,169.55,199.53,169.81,226.34,169.92,253.15,170.05,226.34,135.26,199.53,116.13,172.71,108.65,145.90,112.28,119.09,129.93,,148.66,138.92,27.00,28.09,20.777,,160.73,135.96,26.61,26.04,78.161,
,1.9677,,0.00331,0.15368,0.04972,,-0.03382,0.00073,-0.01063,0.99937,,0.00000,0.00000,0.00000,-0.07608,-0.05800,0.99541,,0.64085,,-0.03150,0.00000,0.00000,-0.06901,-0.07110,0.99508,,0.03150,0.00000,0.00000,-0.08375,-0.04571,0.99544,,-0.03150,0.00000,0.00000,-0.09009,-0.07387,0.99319,,0.03150,0.00000,0.00000,-0.09889,-0.04475,0.99409,,Opened,,Opened,,2.02,,1.92,,,,1.032,,2.033,,1,,0,,66.41,,68.02,,13.50,Data_Uncalibrated,13.50,Data_Uncalibrated,-0.07402,-0.06446,,-0.08207,-0.04683,,224.59,167.92,199.61,169.34,174.64,171.75,149.66,172.75,124.69,171.28,99.72,167.65,74.74,163.54,99.72,133.71,124.69,116.95,149.66,111.51,174.64,117.13,199.61,135.04,,92.27,167.95,119.09,168.48,145.90,169.08,172.71,169.55,199.53,169.81,226.34,169.92,253.15,170.05,226.34,135.26,199.53,116.13,172.71,108.65,145.90,112.28,119.09,129.93,,146.86,139.29,26.57,28.81,22.889,,159.09,136.03,25.74,27.18,23.392,
,1.9822,,0.00332,0.15368,0.04972,,-0.03381,0.00074,-0.01064,0.99937,,0.00000,0.00000,0.00000,-0.13451,-0.06116,0.98902,,0.58518,,-0.03150,0.00000,0.00000,-0.09684,-0.06963,0.99286,,0.03150,0.00000,0.00000,-0.17768,-0.05464,0.98257,,-0.03150,0.00000,0.00000,-0.11767,-0.06698,0.99079,,0.03150,0.00000,0.00000,-0.19215,-0.05241,0.97997,,Opened,,Opened,,1.99,,1.92,,,,1.505,,2.843,,1,,0,,66.31,,68.02,,13.50,Data_Uncalibrated,13.50,Data_Uncalibrated,-0.10274,-0.06354,,-0.17849,-0.05436,,224.59,167.92,199.61,169.34,174.64,171.75,149.66,172.75,124.69,171.28,99.72,167.65,74.74,163.54,99.72,133.71,124.69,116.95,149.66,111.51,174.64,117.13,199.61,135.04,,91.52,167.87,118.47,168.60,145.40,169.22,172.34,169.64,199.28,169.88,226.22,170.08,253.16,170.50,226.22,134.89,199.28,116.29,172.34,108.93,145.40,111.82,118.47,128.65,,145.93,139.20,26.61,27.99,22.499,,157.60,135.99,25.77,27.04,14.549,
,1.9962,,0.00332,0.15368,0.04972,,-0.03382,0.00076,-0.01064,0.99937,,0.00000,0.00000,0.00000,-0.13563,-0.06102,0.98888,,0.62119,,-0.03150,0.00000,0.00000,-0.09932,-0.07041,0.99256,,0.03150,0.00000,0.00000,-0.17764,-0.05371,0.98263,,-0.03150,0.00000,0.00000,-0.11123,-0.07405,0.99103,,0.03150,0.00000,0.00000,-0.17738,-0.04553,0.98309,,Opened,,Opened,,1.99,,1.92,,,,1.640,,3.159,,1,,0,,66.38,,67.99,,13.50,Data_Uncalibrated,13.50,Data_Uncalibrated,-0.10581,-0.06434,,-0.17883,-0.05372,,224.59,167.92,199.61,169.34,174.64,171.75,149.66,172.75,124.69,171.28,99.72,167.65,74.74,163.54,99.72,133.71,124.69,116.95,149.66,111.51,174.64,117.13,199.61,135.04,,91.52,167.87,118.47,168.60,145.40,169.22,172.34,169.64,199.28,169.88,226.22,170.08,253.16,170.50,226.22,134.89,199.28,116.29,172.34,108.93,145.40,111.82,118.47,128.65,,146.18,139.39,26.37,28.12,18.756,,158.23,136.08,26.00,27.01,16.381,
,2.0103,,0.00332,0.15368,0.04972,,-0.03381,0.00079,-0.01063,0.99937,,0.00000,0.00000,0.00000,-0.13580,-0.06077,0.98887,,0.68972,,-0.03150,0.00000,0.00000,-0.11509,-0.06797,0.99103,,0.03150,0.00000,0.00000,-0.16213,-0.05101,0.98545,,-0.03150,0.00000,0.00000,-0.13598,-0.06337,0.98868,,0.03150,0.00000,0.00000,-0.14167,-0.04986,0.98866,,Opened,,Opened,,1.99,,1.93,,,,1.543,,2.699,,1,,0,,66.49,,67.34,,13.50,Data_Uncalibrated,13.50,Data_Uncalibrated,-0.12117,-0.06320,,-0.16651,-0.05195,,224.59,167.92,199.61,169.34,174.64,171.75,149.66,172.75,124.69,171.28,99.72,167.65,74.74,163.54,99.72,133.71,124.69,116.95,149.66,111.51,174.64,117.13,199.61,135.04,,91.52,167.87,118.47,168.60,145.40,169.22,172.34,169.64,199.28,169.88,226.22,170.08,253.16,170.50,226.22,134.89,199.28,116.29,172.34,108.93,145.40,111.82,118.47,128.65,,147.03,139.10,26.65,28.26,17.092,,159.34,136.33,26.41,26.74,67.674,
,2.0246,,0.00332,0.15368,0.04972,,-0.03382,0.00084,-0.01062,0.99937,,0.00000,0.00000,0.00000,-0.13593,-0.06004,0.98890,,0.68972,,-0.03150,0.00000,0.00000,-0.11819,-0.06697,0.99073,,0.03150,0.00000,0.00000,-0.15763,-0.04904,0.98628,,-0.03150,0.00000,0.00000,-0.13129,-0.06279,0.98935,,0.03150,0.00000,0.00000,-0.14358,-0.04276,0.98871,,Opened,,Opened,,1.97,,1.93,,,,2.140,,2.176,,1,,0,,66.49,,67.34,,13.50,Data_Uncalibrated,13.50,Data_Uncalibrated,-0.12478,-0.06249,,-0.16195,-0.05025,,224.59,167.92,199.61,169.34,174.64,171.75,149.66,172.75,124.69,171.28,99.72,167.65,74.74,163.54,99.72,133.71,124.69,116.95,149.66,111.51,174.64,117.13,199.61,135.04,,91.52,167.87,118.47,168.60,145.40,169.22,172.34,169.64,199.28,169.88,226.22,170.08,253.16,170.50,226.22,134.89,199.28,116.29,172.34,108.93,145.40,111.82,118.47,128.65,,147.36,139.03,26.14,28.26,17.121,,159.30,136.10,26.06,27.23,5.692,
,2.0390,,0.00332,0.15368,0.04972,,-0.03383,0.00088,-0.01062,0.99937,,0.00000,0.00000,0.00000,-0.13608,-0.05930,0.98892,,0.68972,,-0.03150,0.00000,0.00000,-0.12022,-0.06630,0.99053,,0.03150,0.00000,0.00000,-0.15513,-0.04761,0.98675,,-0.03150,0.00000,0.00000,-0.13155,-0.06249,0.98934,,0.03150,0.00000,0.00000,-0.14440,-0.04092,0.98867,,Opened,,Opened,,1.97,,1.93,,,,2.161,,2.185,,1,,0,,66.49,,67.34,,13.50,Data_Uncalibrated,13.50,Data_Uncalibrated,-0.12726,-0.06196,,-0.15931,-0.04892,,224.59,167.92,199.61,169.34,174.64,171.75,149.66,172.75,124.69,171.28,99.72,167.65,74.74,163.54,99.72,133.71,124.69,116.95,149.66,111.51,174.64,117.13,199.61,135.04,,91.52,167.87,118.47,168.60,145.40,169.22,172.34,169.64,199.28,169.88,226.22,170.08,253.16,170.50,226.22,134.89,199.28,116.29,172.34,108.93,145.40,111.82,118.47,128.65,,147.63,138.91,26.19,28.01,12.257,,159.30,135.96,26.57,26.62,70.357,
,2.0532,,0.00332,0.15368,0.04972,,-0.03381,0.00091,-0.01061,0.99937,,0.00000,0.00000,0.00000,-0.13489,-0.05764,0.98918,,0.67410,,-0.03150,0.00000,0.00000,-0.12188,-0.06554,0.99038,,0.03150,0.00000,0.00000,-0.14497,-0.04450,0.98843,,-0.03150,0.00000,0.00000,-0.12795,-0.06202,0.98984,,0.03150,0.00000,0.00000,-0.12761,-0.04010,0.99101,,Opened,,Opened,,1.98,,1.92,,,,2.235,,2.241,,1,,0,,66.46,,67.31,,13.50,Data_Uncalibrated,13.50,Data_Uncalibrated,-0.12918,-0.06138,,-0.14850,-0.04600,,224.59,167.92,199.61,169.34,174.64,171.75,149.66,172.75,124.69,171.28,99.72,167.65,74.74,163.54,99.72,133.71,124.69,116.95,149.66,111.51,174.64,117.13,199.61,135.04,,92.53,166.69,119.74,167.77,146.94,168.71,174.15,169.43,201.35,169.90,228.56,170.18,255.76,170.41,228.56,134.99,201.35,116.06,174.15,108.43,146.94,111.27,119.74,128.07,,148.15,138.96,26.40,28.29,10.676,,160.33,135.96,25.75,27.39,6.938,
,2.0676,,0.00333,0.15367,0.04973,,-0.03379,0.00096,-0.01061,0.99937,,0.00000,0.00000,0.00000,-0.13331,-0.05731,0.98942,,0.67410,,-0.03150,0.00000,0.00000,-0.12224,-0.06526,0.99035,,0.03150,0.00000,0.00000,-0.13775,-0.04580,0.98941,,-0.03150,0.00000,0.00000,-0.12670,-0.06138,0.99004,,0.03150,0.00000,0.00000,-0.12045,-0.04882,0.99152,,Opened,,Opened,,2.01,,1.93,,,,2.212,,2.014,,1,,0,,66.46,,67.31,,13.50,Data_Uncalibrated,13.50,Data_Uncalibrated,-0.12961,-0.06115,,-0.14080,-0.04698,,224.59,167.92,199.61,169.34,174.64,171.75,149.66,172.75,124.69,171.28,99.72,167.65,74.74,163.54,99.72,133.71,124.69,116.95,149.66,111.51,174.64,117.13,199.61,135.04,,92.53,166.69,119.74,167.77,146.94,168.71,174.15,169.43,201.35,169.90,228.56,170.18,255.76,170.41,228.56,134.99,201.35,116.06,174.15,108.43,146.94,111.27,119.74,128.07,,148.29,138.81,27.07,28.27,34.764,,160.64,135.85,25.64,27.60,3.735,
